Date,Time,Pointer,Enviro Temp,Bean Temp,Enviro SP,Ramp Rate,CoolingFan,BeanDrop,Power,Drum,Stirflex,Roast Fan,IdleTemp,DrumReference,StirflexReference,RoasterReference,Drum,LoLimitPower,HiLimitPower,HeatPower
2014/01/27,01:35:05,00001,074.3,  74.5,300.0 F,  5.0,Off,Off, 14.00 %,    0 RPM,    0 RPM,    0 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  0 RPM, 14.50%, 50.00%, 14.50%
2014/01/27,01:35:10,00001,074.3,  74.5,300.0 F,  5.0,Off,Off, 14.00 %,    0 RPM,    0 RPM,    0 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  0 RPM, 14.50%, 50.00%, 14.50%
2014/01/27,01:35:15,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %,  337 RPM,    0 RPM,  302 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  0 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:35:20,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1074 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:35:25,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1775 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:35:30,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1782 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:35:35,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1782 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:35:40,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1783 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:35:45,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1783 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:35:50,00001,074.4,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1783 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:35:55,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1783 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:36:00,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1783 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:36:05,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1783 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:36:10,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1783 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:36:15,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1783 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:36:20,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1783 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:36:25,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1783 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:36:30,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1783 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:36:35,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1784 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:36:40,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1783 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:36:45,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1783 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:36:50,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1784 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:36:55,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1784 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:37:00,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1784 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:37:05,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1784 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:37:10,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1784 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:37:15,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1784 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:37:20,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1784 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:37:25,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1784 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:37:30,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1784 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:37:35,00001,074.2,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1784 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:37:40,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1784 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:37:45,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1784 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:37:50,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1784 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:37:55,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1784 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:38:00,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1784 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:38:05,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1784 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:38:10,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1784 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:38:15,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1784 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:38:20,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1784 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:38:25,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1784 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:38:30,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1784 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:38:35,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1784 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:38:40,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1784 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:38:45,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1784 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:38:50,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1784 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:38:55,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1784 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:39:00,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1784 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:39:05,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1784 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:39:10,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1784 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/01/27,01:39:15,00001,074.3,  74.5,  0.0 F,  5.0,Off,Off, 16.50 %, 1784 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
