Date:2016.04.29	Unit:F	CHARGE:00:00	TP:00:00	DRYe:00:00	FCs:00:00	FCe:00:00	SCs:00:00	SCe:00:00	DROP:00:00	COOL:00:00
Time1	Time2	BT	ET	Event	ETSP	HEAT
00:00		344.7	407.5		200	32
00:05		304.7	387.6		200	32
00:10		274.0	371.9		200	32
00:15		250.4	363.4		200	32
00:20		232.2	357.9		200	32
00:25		219.5	354.6		200	32
00:30		210.0	352.5		200	32
00:35		202.9	350.9		200	32
00:40		198.7	349.7		200	32
00:45		195.6	348.4		200	32
00:50		194.0	348.1		200	32
00:55		193.2	348.2		200	32
01:00		193.2	348.8		390	32
01:05		193.8	350.6		390	32
01:10		194.9	352.9		390	32
01:15		196.2	354.9		390	32
01:20		197.8	356.1		390	32
01:25		199.6	356.9		390	32
01:30		201.5	357.6		390	32
01:35		203.4	358.1		390	32
01:40		205.3	358.7		390	32
01:45		207.5	359.3		390	32
01:50		209.7	360.1		390	32
01:55		211.8	361.0		390	32
02:00		214.0	361.6		390	32
02:05		216.2	362.3		390	32
02:10		218.5	363.5		390	32
02:15		220.8	364.8		390	32
02:20		223.0	366.0		390	32
02:25		225.2	367.4		390	32
02:30		227.5	369.0		390	32
02:35		229.8	370.8		390	32
02:40		232.0	372.3		390	32
02:45		234.4	373.7		390	32
02:50		236.6	375.4		390	32
02:55		239.1	377.2		390	32
03:00		241.5	379.1		390	32
03:05		243.8	380.3		390	32
03:10		246.1	381.4		390	32
03:15		248.4	382.5		390	32
03:20		250.8	383.4		390	32
03:25		253.2	384.5		390	32
03:30		255.4	385.6		390	32
03:35		257.8	386.4		390	32
03:40		260.3	387.5		390	32
03:45		262.6	388.3		390	32
03:50		265.0	388.9		390	32
03:55		267.4	389.5		390	32
04:00		269.8	390.2		390	32
04:05		272.1	390.6		390	32
04:10		274.5	390.8		390	32
04:15		276.8	390.9		390	32
04:20		278.9	391.5		390	32
04:25		281.2	391.7		390	32
04:30		283.4	391.9		390	32
04:35		285.4	392.2		390	32
04:40		287.5	392.4		390	32
04:45		289.5	392.8		390	32
04:50		291.2	393.1		390	32
04:55		292.9	393.1		390	32
05:00		294.6	393.2		390	32
05:05		296.3	392.7		428	32
05:10		298.0	391.3		428	32
05:15		299.6	390.6		428	32
05:20		301.3	391.0		428	32
05:25		303.0	392.1		428	32
05:30		304.5	394.0		428	32
05:35		306.1	396.1		428	32
05:40		307.7	398.4		428	32
05:45		309.4	400.4		428	32
05:50		311.1	402.2		428	32
05:55		312.9	404.1		428	32
06:00		314.6	406.0		428	32
06:05		316.4	407.9		428	32
06:10		318.1	409.6		428	32
06:15		319.8	411.3		428	32
06:20		321.4	412.8		428	32
06:25		323.0	413.9		428	32
06:30		324.8	414.9		428	32
06:35		326.5	415.8		428	32
06:40		328.2	416.7		428	32
06:45		329.9	418.2		428	32
06:50		331.6	419.6		428	32
06:55		333.3	421.1		428	32
07:00		335.0	422.8		428	32
07:05		336.7	424.1		428	32
07:10		338.5	425.3		428	32
07:15		340.2	426.5		440	32
07:20		341.8	428.5		440	32
07:25		343.6	430.5		440	32
07:30		345.3	432.3		440	32
07:35		346.9	433.8		440	32
07:40		348.6	435.3		440	32
07:45		350.2	436.6		440	32
07:50		352.0	437.6		440	32
07:55		353.7	438.8		440	32
08:00		355.5	440.0		440	32
08:05		357.3	441.2		440	32
08:10		359.1	442.2		440	32
08:15		360.8	442.8		440	32
08:20		362.5	443.3		440	32
08:25		364.3	443.6		440	32
08:30		365.9	443.8		440	32
08:35		367.6	443.5		440	32
08:40		369.3	443.5		440	32
08:45		371.1	443.1		440	32
08:50		372.7	442.6		440	32
08:55		374.3	442.3		440	32
09:00		375.8	442.1		440	32
09:05		377.2	441.9		440	32
09:10		378.7	441.7		440	32
09:15		380.1	441.5		440	32
09:20		381.6	441.5		440	32
09:25		383.2	441.6		440	32
09:30		384.6	441.7		440	32
09:35		386.0	441.7		440	32
09:40		387.6	441.4		440	32
09:45		388.9	441.1		440	32
09:50		390.4	440.8		440	32
09:55		392.0	440.6		440	32
10:00		393.3	440.1		440	32
10:05		394.6	439.5		440	32
10:10		396.0	439.3		440	32
10:15		397.2	439.3		440	32
10:20		398.4	439.4		440	32
10:25		399.5	439.5		440	32
10:30		400.5	439.5		440	32
10:35		401.5	439.0		200	14
10:40		401.3	434.5		200	14
