Date:2016.04.29	Unit:F	CHARGE:00:00	TP:00:00	DRYe:00:00	FCs:00:00	FCe:00:00	SCs:00:00	SCe:00:00	DROP:00:00	COOL:00:00
Time1	Time2	BT	ET	Event	ETSP	HEAT
00:00		313.8	350.2		200	14
00:05		312.7	348.8		200	14
00:10		311.3	347.0		200	14
00:15		310.3	345.4		200	14
00:20		309.4	344.0		200	14
00:25		308.5	342.6		200	14
00:30		307.5	341.0		200	14
00:35		306.6	339.6		200	14
00:40		305.5	338.5		200	14
00:45		304.3	337.4		200	14
00:50		303.2	336.2		200	14
00:55		302.1	335.0		200	14
01:00		300.9	333.8		200	14
01:05		300.1	332.5		200	14
01:10		299.4	331.1		200	14
01:15		298.4	330.2		200	14
01:20		297.6	329.0		200	14
01:25		296.7	327.8		200	14
01:30		295.5	326.5		200	14
01:35		294.1	325.3		200	14
01:40		292.8	323.9		200	14
01:45		291.7	322.9		200	14
01:50		290.6	321.9		200	14
01:55		289.9	320.6		200	14
02:00		289.0	319.5		200	14
02:05		287.9	318.4		200	14
02:10		286.9	317.5		200	14
02:15		285.9	316.6		200	14
02:20		285.1	315.8		200	14
02:25		284.5	315.0		200	14
02:30		283.5	313.9		200	14
02:35		282.5	313.0		200	14
02:40		281.5	312.0		200	14
02:45		280.8	310.9		200	14
02:50		280.1	309.7		200	14
02:55		279.5	308.7		200	14
03:00		278.8	307.8		200	14
03:05		278.0	306.8		200	14
03:10		277.5	305.8		200	14
03:15		276.8	305.0		200	14
03:20		276.0	304.3		200	14
03:25		275.2	303.4		200	14
03:30		274.3	302.5		200	14
03:35		273.5	301.7		200	14
03:40		272.9	300.7		200	14
03:45		271.9	299.7		200	14
03:50		270.9	298.8		200	14
03:55		269.8	297.8		200	14
04:00		268.9	297.0		200	14
04:05		268.0	295.9		200	14
04:10		267.0	294.9		200	14
04:15		266.2	294.0		200	14
04:20		265.3	293.0		200	14
04:25		264.4	292.0		200	14
04:30		263.5	291.0		200	14
04:35		262.8	290.2		200	14
04:40		262.2	289.3		200	14
04:45		261.3	288.5		200	14
04:50		260.4	287.7		200	14
04:55		259.7	286.7		200	14
05:00		259.0	285.8		200	14
05:05		258.2	284.9		200	14
05:10		257.6	284.1		200	14
05:15		257.0	283.6		200	14
05:20		257.2	284.0		200	14
05:25		257.9	285.1		200	14
05:30		259.0	286.5		200	14
05:35		260.3	288.1		200	14
05:40		261.7	289.6		200	14
05:45		263.9	291.3		200	14
05:50		266.1	292.6		200	14
05:55		268.8	293.9		200	14
06:00		271.8	295.0		200	14
06:05		274.9	295.9		200	14
06:10		277.9	296.8		200	14
06:15		280.6	297.7		200	14
06:20		283.2	298.5		200	14
06:25		285.7	299.2		200	14
06:30		287.7	299.9		200	14
06:35		289.6	300.4		200	14
06:40		291.4	301.1		200	14
06:45		293.1	301.7		200	14
06:50		294.4	302.2		200	14
06:55		295.7	303.0		200	14
07:00		296.7	303.5		200	14
07:05		297.7	303.9		200	14
07:10		298.5	304.0		200	14
07:15		298.9	304.1		200	14
07:20		299.5	304.2		200	14
07:25		299.8	304.3		200	14
07:30		300.1	304.3		200	14
07:35		300.4	304.7		200	14
07:40		300.7	304.6		200	14
07:45		300.9	304.5		200	14
07:50		300.9	304.2		200	14
07:55		300.9	304.1		200	14
08:00		300.7	303.7		200	14
08:05		300.5	303.4		200	14
08:10		300.4	303.0		200	14
08:15		300.2	302.8		200	14
08:20		300.0	302.6		200	14
08:25		300.0	302.7		200	14
08:30		300.0	302.7		200	14
08:35		300.0	302.8		200	14
08:40		300.0	302.6		200	14
08:45		299.8	302.4		200	14
