Date:2016.04.29	Unit:F	CHARGE:00:00	TP:00:00	DRYe:00:00	FCs:00:00	FCe:00:00	SCs:00:00	SCe:00:00	DROP:00:00	COOL:00:00
Time1	Time2	BT	ET	Event	ETSP	HEAT
00:00		313.9	392.5		200	32
00:05		279.0	375.1		200	32
00:10		253.6	365.3		200	32
00:15		233.7	358.3		200	32
00:20		219.7	354.1		200	32
00:25		209.3	351.7		200	32
00:30		201.8	349.8		200	32
00:35		196.8	348.1		200	32
00:40		193.4	347.1		200	32
00:45		191.5	346.8		200	32
00:50		190.8	346.3		200	32
00:55		190.8	346.1		200	32
01:00		191.3	346.3		200	32
01:05		192.2	346.7		390	32
01:10		193.8	349.0		390	32
01:15		195.5	351.4		390	32
01:20		197.5	352.9		390	32
01:25		199.5	353.7		390	32
01:30		201.6	354.7		390	32
01:35		204.0	355.3		390	32
01:40		206.1	355.9		390	32
01:45		208.4	356.4		390	32
01:50		210.7	356.9		390	32
01:55		213.1	357.7		390	32
02:00		215.6	358.5		390	32
02:05		218.0	359.5		390	32
02:10		220.3	360.8		390	32
02:15		222.8	362.2		390	32
02:20		225.2	363.8		390	32
02:25		227.7	365.5		390	32
02:30		230.2	367.3		390	32
02:35		232.6	368.9		390	32
02:40		235.0	370.5		390	32
02:45		237.4	371.7		390	32
02:50		240.0	373.0		390	32
02:55		242.3	374.2		390	32
03:00		244.6	375.6		390	32
03:05		247.2	376.7		390	32
03:10		249.7	377.8		390	32
03:15		252.1	379.0		390	32
03:20		254.4	380.0		390	32
03:25		256.9	380.8		390	32
03:30		259.2	381.4		390	32
03:35		261.7	381.8		390	32
03:40		264.1	382.6		390	32
03:45		266.5	383.5		390	32
03:50		269.1	384.0		390	32
03:55		271.6	384.4		390	32
04:00		274.0	384.9		390	32
04:05		276.4	385.7		390	32
04:10		278.7	386.7		390	32
04:15		280.9	387.6		390	32
04:20		283.1	388.6		390	32
04:25		285.3	389.6		390	32
04:30		287.6	390.6		390	32
04:35		289.6	391.5		390	32
04:40		291.6	392.2		390	32
04:45		293.7	392.7		390	32
04:50		295.8	393.1		428	32
04:55		297.7	392.4		428	32
05:00		299.5	391.8		428	32
05:05		301.4	392.5		428	32
05:10		303.2	393.7		428	32
05:15		304.9	395.6		428	32
05:20		306.8	397.5		428	32
05:25		308.5	399.1		428	32
05:30		310.4	400.9		428	32
05:35		312.2	402.3		428	32
05:40		314.1	403.5		428	32
05:45		315.8	405.0		428	32
05:50		317.6	406.4		428	32
05:55		319.3	408.0		428	32
06:00		321.1	409.2		428	32
06:05		322.9	410.6		428	32
06:10		324.7	412.0		428	32
06:15		326.4	413.6		428	32
06:20		328.3	415.1		428	32
06:25		330.0	416.1		428	32
06:30		331.6	417.4		428	32
06:35		333.5	418.7		428	32
06:40		335.2	419.8		428	32
06:45		336.9	421.0		428	32
06:50		338.6	422.6		428	32
06:55		340.2	424.1		440	32
07:00		342.0	425.8		440	32
07:05		343.7	427.9		440	32
07:10		345.4	430.0		440	32
07:15		347.2	431.8		440	32
07:20		348.8	433.1		440	32
07:25		350.5	434.1		440	32
07:30		352.2	435.2		440	32
07:35		353.9	436.3		440	32
07:40		356.0	437.2		440	32
07:45		358.0	438.4		440	32
07:50		359.9	439.7		440	32
07:55		361.7	440.8		440	32
08:00		363.5	441.7		440	32
08:05		365.5	442.6		440	32
08:10		367.4	443.1		440	32
08:15		369.2	443.5		440	32
08:20		371.0	443.7		440	32
08:25		372.9	443.6		440	32
08:30		374.8	443.4		440	32
08:35		376.6	443.2		440	32
08:40		378.3	443.1		440	32
08:45		380.3	442.8		440	32
08:50		381.8	442.7		440	32
08:55		383.5	442.6		440	32
09:00		385.1	442.4		440	32
09:05		386.9	442.0		440	32
09:10		388.6	441.7		440	32
09:15		390.4	441.3		440	32
09:20		392.2	440.9		440	32
09:25		393.9	440.6		440	32
09:30		395.5	440.4		440	32
09:35		397.1	440.1		440	32
09:40		398.5	439.9		440	32
09:45		399.7	439.9		440	32
09:50		401.0	439.7		200	14
09:55		402.0	437.3		200	14
10:00		401.0	431.0		200	14
