Date:2016.04.29	Unit:F	CHARGE:00:00	TP:00:00	DRYe:00:00	FCs:00:00	FCe:00:00	SCs:00:00	SCe:00:00	DROP:00:00	COOL:00:00
Time1	Time2	BT	ET	Event	ETSP	HEAT
00:00		347.7	403.4		200	32
00:05		306.6	382.1		200	32
00:10		272.2	363.3		200	32
00:15		245.9	348.4		200	32
00:20		226.5	336.4		200	32
00:25		211.3	329.5		200	32
00:30		201.0	326.3		200	32
00:35		193.5	324.9		200	32
00:40		188.3	324.3		200	32
00:45		185.2	323.9		200	32
00:50		183.3	324.0		200	32
00:55		182.4	324.9		200	32
01:00		182.5	325.6		390	32
01:05		183.2	327.5		390	32
01:10		184.2	330.3		390	32
01:15		185.6	332.0		390	32
01:20		187.3	333.0		390	32
01:25		189.3	334.0		390	32
01:30		191.2	334.6		390	32
01:35		193.3	335.4		390	32
01:40		195.4	335.6		390	32
01:45		197.8	335.5		390	32
01:50		200.1	335.5		390	32
01:55		202.3	336.3		390	32
02:00		204.7	337.4		390	32
02:05		207.1	338.9		390	32
02:10		209.6	340.2		390	32
02:15		212.0	341.8		390	32
02:20		214.3	343.6		390	32
02:25		216.8	345.5		390	32
02:30		219.2	347.2		390	32
02:35		221.7	349.0		390	32
02:40		224.1	350.6		390	32
02:45		226.6	351.9		390	32
02:50		228.8	353.3		390	32
02:55		231.2	354.8		390	32
03:00		233.7	355.8		390	32
03:05		236.0	356.7		390	32
03:10		238.3	358.1		390	32
03:15		240.7	359.2		390	32
03:20		243.1	360.2		390	32
03:25		245.5	361.2		390	32
03:30		248.1	362.2		390	32
03:35		250.6	363.3		390	32
03:40		252.9	364.4		390	32
03:45		255.2	365.6		390	32
03:50		257.6	366.5		390	32
03:55		260.0	367.4		390	32
04:00		262.4	368.1		390	32
04:05		265.0	369.2		390	32
04:10		267.2	369.7		390	32
04:15		269.5	370.3		390	32
04:20		271.8	371.0		390	32
04:25		274.2	371.9		390	32
04:30		276.3	372.9		390	32
04:35		278.8	374.0		390	32
04:40		280.8	375.2		390	32
04:45		283.0	376.8		390	32
04:50		285.1	377.8		390	32
04:55		287.1	378.9		390	32
05:00		289.1	380.2		390	32
05:05		291.0	381.7		390	32
05:10		292.7	383.3		390	32
05:15		294.5	384.6		390	32
05:20		296.5	385.7		428	32
05:25		298.3	386.1		428	32
05:30		300.4	386.8		428	32
05:35		302.3	387.7		428	32
05:40		304.0	388.6		428	32
05:45		306.1	389.7		428	32
05:50		307.7	390.9		428	32
05:55		309.4	392.1		428	32
06:00		311.2	393.2		428	32
06:05		313.0	394.6		428	32
06:10		314.8	395.9		428	32
06:15		316.7	397.5		428	32
06:20		318.4	399.1		428	32
06:25		320.1	400.4		428	32
06:30		321.8	401.8		428	32
06:35		323.4	402.7		428	32
06:40		324.9	403.5		428	32
06:45		326.6	404.5		428	32
06:50		328.3	406.0		428	32
06:55		330.0	407.5		428	32
07:00		331.7	408.7		428	32
07:05		333.5	410.0		428	32
07:10		335.1	411.2		428	32
07:15		337.1	412.4		428	32
07:20		338.8	413.4		428	32
07:25		340.6	414.7		440	32
07:30		342.3	416.9		440	32
07:35		343.8	419.1		440	32
07:40		345.4	420.6		440	32
07:45		347.2	422.0		440	32
07:50		349.0	423.7		440	32
07:55		350.7	425.5		440	32
08:00		352.5	426.8		440	32
08:05		354.3	428.2		440	32
08:10		356.2	429.6		440	32
08:15		358.0	431.1		440	32
08:20		359.8	432.4		440	32
08:25		361.6	433.6		440	32
08:30		363.5	434.9		440	32
08:35		365.6	436.2		440	32
08:40		367.6	437.6		440	32
08:45		369.6	439.0		440	32
08:50		371.6	440.0		440	32
08:55		373.6	441.2		440	32
09:00		375.7	442.1		440	32
09:05		377.8	442.7		440	32
09:10		379.9	443.3		440	32
09:15		382.2	443.7		440	32
09:20		384.3	444.3		440	32
09:25		386.6	444.6		440	32
09:30		388.7	444.5		440	32
09:35		391.1	444.4		440	32
09:40		393.3	444.2		440	32
09:45		395.3	443.7		440	32
09:50		397.4	443.4		440	32
09:55		399.2	443.0		440	32
10:00		400.7	442.3		440	32
10:05		402.1	440.1		200	14
10:10		401.7	434.1		200	14
