Date:2014.01.27	Unit:F	CHARGE:00:00	TP:00:00	DRYe:00:00	FCs:00:00	FCe:00:00	SCs:00:00	SCe:00:00	DROP:00:00	COOL:00:00
Time1	Time2	BT	ET	Event	ETSP	HEAT
00:00		357.3	416.1		300	35
00:05		321.1	407.3		300	35
00:10		286.7	396.8		300	35
00:15		256.4	384.6		300	35
00:20		230.9	372.4		300	35
00:25		211.3	361.2		300	35
00:30		196.7	352.2		300	35
00:35		185.8	344.5		300	35
00:40		177.3	338.2		300	35
00:45		170.8	333.2		300	35
00:50		166.3	328.8		300	35
00:55		163.0	325.2		300	35
01:00		161.0	322.5		300	35
01:05		160.0	320.3		300	35
01:10		159.5	318.4		300	35
01:15		159.7	317.1		430	35
01:20		160.4	315.7		430	35
01:25		161.3	314.2		430	35
01:30		162.7	313.0		430	35
01:35		164.2	312.1		430	35
01:40		165.9	311.4		430	35
01:45		167.9	310.7		430	35
01:50		169.8	310.7		430	35
01:55		171.7	310.8		430	35
02:00		174.0	310.8		430	35
02:05		176.2	310.6		430	35
02:10		178.4	311.1		430	35
02:15		180.7	311.7		430	35
02:20		182.9	312.1		430	35
02:25		185.2	312.6		430	35
02:30		187.3	313.2		430	35
02:35		189.6	313.9		430	35
02:40		191.8	314.6		430	35
02:45		194.0	315.4		430	35
02:50		196.1	315.9		430	35
02:55		198.1	316.6		430	35
03:00		200.2	317.3		430	35
03:05		202.3	318.1		430	35
03:10		204.5	319.0		430	35
03:15		206.5	319.7		430	35
03:20		208.5	320.4		430	35
03:25		210.4	321.1		430	35
03:30		212.4	321.8		430	35
03:35		214.3	322.2		430	35
03:40		216.2	322.9		430	35
03:45		218.0	323.6		430	35
03:50		219.6	324.2		430	35
03:55		221.3	325.0		430	35
04:00		223.2	325.6		430	35
04:05		225.0	326.2		430	35
04:10		226.7	326.5		430	35
04:15		228.3	327.3		430	35
04:20		229.9	328.0		430	35
04:25		231.5	328.8		430	35
04:30		233.1	329.3		430	35
04:35		234.7	330.3		430	35
04:40		236.2	330.9		430	35
04:45		237.7	331.7		430	35
04:50		239.2	332.6		430	35
04:55		240.9	333.4		430	35
05:00		242.3	334.0		430	35
05:05		243.7	334.4		430	35
05:10		245.4	335.1		430	35
05:15		246.6	335.8		430	35
05:20		248.2	336.4		430	35
05:25		249.5	337.0		430	35
05:30		250.9	337.7		430	35
05:35		252.2	338.2		430	35
05:40		253.6	338.8		430	35
05:45		255.0	339.2		430	35
05:50		256.4	340.0		430	35
05:55		257.8	340.7		430	35
06:00		259.1	341.3		430	35
06:05		260.4	341.9		430	35
06:10		261.7	342.7		430	35
06:15		262.9	343.2		430	35
06:20		264.2	343.7		430	35
06:25		265.4	344.2		430	35
06:30		266.8	344.6		430	35
06:35		268.0	345.4		430	35
06:40		269.2	345.8		430	35
06:45		270.4	346.2		430	35
06:50		271.6	346.7		430	35
06:55		272.8	347.2		430	35
07:00		273.9	347.5		430	35
07:05		275.1	348.0		430	35
07:10		276.2	348.3		430	35
07:15		277.4	348.6		430	35
07:20		278.6	349.1		430	35
07:25		279.7	349.8		430	35
07:30		280.8	350.0		460	35
07:35		282.0	348.6		460	35
07:40		283.1	347.6		460	35
07:45		284.2	346.7		460	35
07:50		285.1	346.0		460	35
07:55		286.4	345.4		460	35
08:00		287.4	345.3		460	35
08:05		288.3	345.1		460	35
08:10		289.2	344.5		460	35
08:15		290.2	344.0		460	35
08:20		291.1	343.6		460	35
08:25		292.1	343.7		460	35
08:30		292.9	343.9		460	35
08:35		293.8	344.0		460	35
08:40		294.8	344.2		460	35
08:45		295.8	344.7		460	35
08:50		296.7	345.4		460	35
08:55		297.6	345.7		460	35
09:00		298.4	345.9		460	35
09:05		299.4	346.6		460	35
09:10		300.2	347.2		460	35
09:15		301.1	347.3		460	35
09:20		302.0	347.5		460	35
09:25		302.9	348.0		460	35
09:30		303.8	348.3		460	35
09:35		304.6	348.6		460	35
09:40		305.5	349.1		460	35
09:45		306.4	349.6		460	35
09:50		307.2	350.0		460	35
09:55		308.1	350.6		460	35
10:00		308.9	350.9		460	35
10:05		309.9	351.7		460	35
10:10		310.7	352.3		460	35
10:15		311.6	352.7		460	35
10:20		312.6	353.1		460	35
10:25		313.4	353.4		460	35
10:30		314.3	353.6		460	35
10:35		315.0	354.1		460	35
10:40		315.8	354.3		460	35
10:45		316.7	354.4		460	35
10:50		317.5	354.5		460	35
10:55		318.4	354.9		460	35
11:00		319.3	355.5		460	35
11:05		320.1	356.2		460	35
11:10		320.9	356.7		460	35
11:15		321.7	357.1		460	35
11:20		322.6	358.0		460	35
11:25		323.4	358.8		460	35
11:30		324.1	359.3		460	35
11:35		324.9	359.8		460	35
11:40		325.6	359.9		460	35
11:45		326.5	360.1		460	35
11:50		327.3	360.5		460	35
11:55		328.0	360.7		460	35
12:00		328.7	361.1		460	35
12:05		329.5	361.3		460	35
12:10		330.2	361.6		460	35
12:15		331.0	361.7		460	35
12:20		331.9	362.1		460	35
12:25		332.7	362.5		460	35
12:30		333.5	363.0		460	35
12:35		334.3	363.4		460	35
12:40		335.0	363.7		460	35
12:45		335.8	364.3		460	35
12:50		336.5	365.0		460	35
12:55		337.3	365.4		460	35
13:00		338.0	365.6		460	35
13:05		338.7	365.7		460	35
13:10		339.5	366.1		460	35
13:15		340.1	367.0		460	35
13:20		341.0	367.7		460	35
13:25		341.8	368.5		460	35
13:30		342.6	369.2		460	35
13:35		343.3	369.8		460	35
13:40		344.1	370.4		460	35
13:45		344.8	371.1		460	35
13:50		345.5	371.4		460	35
13:55		346.2	371.9		460	35
14:00		346.9	372.7		460	35
14:05		347.6	373.3		460	35
14:10		348.4	373.7		460	35
14:15		349.0	374.1		460	35
14:20		349.8	374.2		460	35
14:25		350.5	374.8		460	35
14:30		351.3	375.1		460	35
14:35		352.0	375.6		460	35
14:40		352.8	376.1		460	35
14:45		353.5	376.8		460	35
14:50		354.2	377.2		460	35
14:55		354.9	377.7		460	35
15:00		355.6	377.9		460	35
15:05		356.4	377.9		460	35
15:10		357.1	378.3		460	35
15:15		357.9	378.7		460	35
15:20		358.6	379.2		460	35
15:25		359.4	379.7		460	35
15:30		360.0	380.2		460	35
15:35		360.8	380.1		460	35
15:40		361.6	380.1		460	28
15:45		362.5	380.1		460	28
15:50		363.2	380.4		460	28
15:55		363.9	380.6		460	28
16:00		364.6	380.6		460	28
16:05		365.3	380.5		460	28
16:10		366.1	380.5		460	28
16:15		366.7	380.4		460	28
16:20		367.5	380.2		460	28
16:25		368.2	380.3		460	28
16:30		368.8	380.5		460	28
16:35		369.6	380.8		460	28
16:40		370.3	381.2		460	28
16:45		371.0	381.4		460	28
16:50		371.7	381.8		460	28
16:55		372.4	382.0		460	28
17:00		373.1	382.3		460	28
17:05		373.7	382.3		460	28
17:10		374.3	382.3		460	28
17:15		375.0	382.4		460	28
17:20		375.7	383.1		460	28
17:25		376.3	383.4		460	28
17:30		377.0	384.1		460	28
17:35		377.7	384.6		460	28
17:40		378.4	384.9		460	28
17:45		379.1	384.9		460	28
17:50		379.7	385.0		460	28
17:55		380.5	384.9		460	28
18:00		381.1	385.4		460	28
18:05		381.7	385.7		460	28
18:10		382.3	386.1		460	28
18:15		383.0	386.4		460	28
18:20		383.7	386.8		460	28
18:25		384.2	387.2		460	28
18:30		384.9	387.7		460	28
18:35		385.4	388.4		480	28
18:40		385.9	390.1		480	28
18:45		386.5	391.5		480	28
18:50		387.1	392.6		480	28
18:55		387.7	393.4		480	28
19:00		388.4	394.2		480	28
19:05		389.0	394.9		480	28
19:10		389.6	395.5		480	28
19:15		390.4	395.9		480	28
19:20		391.0	396.5		480	28
19:25		391.6	396.9		480	28
19:30		392.3	397.5		480	28
19:35		393.1	398.0		480	28
19:40		393.7	398.7		480	28
