Date:2015.06.22	Unit:F	CHARGE:00:00	TP:00:00	DRYe:00:00	FCs:00:00	FCe:00:00	SCs:00:00	SCe:00:00	DROP:00:00	COOL:00:00
Time1	Time2	BT	ET	Event	ETSP	HEAT
00:00		364.4	434.2		200	32
00:05		319.4	412.4		200	32
00:10		285.1	396.5		200	32
00:15		259.2	385.0		200	32
00:20		239.9	377.1		200	32
00:25		225.9	371.4		200	32
00:30		215.7	367.0		200	32
00:35		208.3	364.0		200	32
00:40		203.6	362.3		200	32
00:45		200.5	360.8		200	32
00:50		198.6	360.0		200	32
00:55		197.8	359.2		200	32
01:00		197.9	358.9		200	32
01:05		198.7	359.8		390	31
01:10		199.8	362.5		390	27
01:15		201.1	364.3		390	26
01:20		202.6	365.6		390	25
01:25		204.4	366.5		390	25
01:30		206.2	366.4		390	28
01:35		208.3	367.1		390	28
01:40		210.3	367.6		390	30
01:45		212.3	367.9		390	33
01:50		214.3	368.5		390	36
01:55		216.4	369.5		390	38
02:00		218.5	371.1		390	40
02:05		220.8	372.8		390	40
02:10		223.0	374.4		390	41
02:15		225.3	376.2		390	41
02:20		227.5	377.9		390	42
02:25		229.7	379.1		390	43
02:30		232.0	380.3		390	44
02:35		234.1	381.7		390	44
02:40		236.3	383.2		390	44
02:45		238.4	385.0		390	44
02:50		240.8	386.1		390	45
02:55		243.0	387.2		390	45
03:00		245.2	387.9		390	47
03:05		247.3	389.2		390	47
03:10		249.6	390.6		390	45
03:15		251.6	391.7		390	42
03:20		253.6	392.6		390	40
03:25		255.5	393.0		390	38
03:30		257.7	392.8		390	36
03:35		259.6	392.2		390	35
03:40		261.5	391.7		390	35
03:45		263.4	391.9		390	33
03:50		265.3	391.8		390	32
03:55		267.1	391.7		390	31
04:00		268.9	391.7		390	29
04:05		270.4	391.7		390	28
04:10		272.2	391.4		390	28
04:15		273.9	391.4		390	26
04:20		275.4	391.3		390	26
04:25		277.0	390.8		390	26
04:30		278.6	390.4		390	26
04:35		280.0	390.5		390	25
04:40		281.5	390.4		390	26
04:45		283.0	390.1		390	26
04:50		284.3	390.2		390	25
04:55		285.7	390.3		390	25
05:00		287.1	390.4		390	24
05:05		288.4	390.4		390	24
05:10		289.7	390.3		390	24
05:15		291.0	390.6		390	23
05:20		292.3	390.8		390	22
05:25		293.4	390.8		390	22
05:30		294.7	390.9		390	21
05:35		295.9	390.4		428	24
05:40		297.0	389.3		428	31
05:45		298.2	388.9		428	37
05:50		299.4	389.1		428	43
05:55		300.6	390.7		428	48
06:00		301.9	392.9		428	50
06:05		303.1	395.7		428	50
06:10		304.5	397.9		428	50
06:15		306.0	399.8		428	50
06:20		307.5	402.1		428	49
06:25		308.9	404.6		428	50
06:30		310.4	406.6		428	50
06:35		312.0	408.4		428	50
06:40		313.4	409.6		428	50
06:45		314.9	411.2		428	50
06:50		316.5	412.5		428	50
06:55		318.0	413.6		428	50
07:00		319.5	414.6		428	50
07:05		321.1	415.5		428	50
07:10		322.6	416.5		428	50
07:15		324.0	417.6		428	50
07:20		325.7	418.7		428	50
07:25		327.4	419.9		428	50
07:30		328.8	421.3		428	50
07:35		330.3	422.5		428	50
07:40		331.9	423.5		428	50
07:45		333.4	424.3		428	50
07:50		335.0	425.5		428	50
07:55		336.5	427.4		428	47
08:00		338.2	428.9		428	45
08:05		339.5	429.5		428	43
08:10		341.0	429.7		455	50
08:15		342.5	431.6		455	50
08:20		343.9	434.3		455	50
08:25		345.3	436.7		455	50
08:30		347.0	438.4		455	50
08:35		348.4	440.0		455	50
08:40		350.0	441.5		455	50
08:45		351.7	443.0		455	50
08:50		353.5	444.2		455	50
08:55		355.2	445.3		455	50
09:00		356.7	446.3		455	50
09:05		358.2	447.5		455	50
09:10		359.9	448.8		455	50
09:15		361.6	450.3		455	50
09:20		363.4	451.6		455	50
09:25		365.2	452.6		455	49
09:30		367.0	453.4		455	49
09:35		368.8	454.4		455	48
09:40		370.6	455.0		455	48
09:45		372.5	455.6		455	46
09:50		374.3	456.1		455	45
09:55		376.3	456.5		455	44
10:00		378.3	456.8		455	42
10:05		380.3	456.9		460	44
10:10		382.0	456.9		460	50
10:15		383.9	457.3		460	49
10:20		385.7	457.9		460	50
10:25		387.4	458.4		460	49
10:30		389.2	458.8		460	49
10:35		390.9	459.7		460	48
10:40		392.5	460.0		460	48
10:45		394.0	460.8		460	46
10:50		395.3	461.5		460	44
10:55		396.6	462.0		460	42
11:00		397.7	462.4		460	40
11:05		399.1	462.7		460	38
11:10		400.3	462.8		460	36
11:15		401.7	463.3		460	33
11:20		403.0	463.4		460	30
11:25		404.5	463.6		460	27
11:30		405.7	463.8		460	24
11:35		407.1	463.7		460	22
11:40		408.4	463.5		460	20
11:45		410.0	463.3		460	18
11:50		411.3	463.1		460	16
11:55		412.9	463.0		460	14
12:00		414.3	462.4		460	14
12:05		415.8	461.9		460	14
12:10		417.3	461.5		460	14
12:15		418.6	461.3		460	14
12:20		420.1	460.9		460	14
12:25		421.6	460.5		460	15
12:30		423.0	460.3		460	14
12:35		424.4	460.1		460	15
12:40		425.7	460.2		460	14
12:45		427.3	460.2		460	14
12:50		429.0	460.2		460	14
12:55		430.3	460.2		200	14
13:00		431.5	456.3		200	14
13:05		430.0	449.8		200	14
