Date:2015.06.22	Unit:F	CHARGE:00:00	TP:00:00	DRYe:00:00	FCs:00:00	FCe:00:00	SCs:00:00	SCe:00:00	DROP:00:00	COOL:00:00
Time1	Time2	BT	ET	Event	ETSP	HEAT
00:00		356.6	419.5		200	32
00:05		315.7	397.1		200	32
00:10		281.1	379.8		200	32
00:15		255.9	370.2		200	32
00:20		237.0	363.7		200	32
00:25		223.7	359.4		200	32
00:30		213.9	356.3		200	32
00:35		206.9	354.4		200	32
00:40		202.3	352.8		200	32
00:45		199.0	352.0		200	32
00:50		197.2	351.9		200	32
00:55		196.2	352.4		200	32
01:00		196.2	352.6		390	32
01:05		196.9	354.4		390	28
01:10		197.8	357.2		390	25
01:15		199.0	358.9		390	23
01:20		200.4	359.7		390	23
01:25		201.8	360.4		390	22
01:30		203.3	361.2		390	22
01:35		205.1	361.8		390	23
01:40		206.8	362.5		390	24
01:45		208.6	362.6		390	26
01:50		210.5	363.1		390	28
01:55		212.3	363.7		390	31
02:00		214.2	364.7		390	33
02:05		216.0	365.9		390	35
02:10		217.7	366.4		390	40
02:15		219.5	367.4		390	43
02:20		221.5	368.9		390	44
02:25		223.4	370.5		390	47
02:30		225.5	372.5		390	47
02:35		227.5	374.9		390	47
02:40		229.5	376.5		390	47
02:45		231.5	378.0		390	48
02:50		233.7	379.7		390	47
02:55		235.8	380.8		390	48
03:00		237.9	382.3		390	48
03:05		240.0	384.1		390	47
03:10		242.0	385.8		390	46
03:15		244.0	386.8		390	46
03:20		246.1	387.8		390	47
03:25		248.0	389.0		390	47
03:30		250.0	390.3		390	46
03:35		252.0	390.8		390	46
03:40		253.9	391.4		390	44
03:45		255.9	391.9		390	42
03:50		257.8	392.2		390	40
03:55		259.7	392.2		390	39
04:00		261.7	392.7		390	36
04:05		263.4	392.5		390	35
04:10		265.1	392.4		390	33
04:15		266.8	391.9		390	32
04:20		268.5	391.9		390	31
04:25		270.0	391.4		390	31
04:30		271.7	391.1		390	30
04:35		273.2	391.2		390	29
04:40		274.6	391.4		390	27
04:45		276.1	391.3		390	27
04:50		277.6	391.2		390	26
04:55		279.0	391.2		390	25
05:00		280.4	391.0		390	25
05:05		281.5	391.1		390	24
05:10		282.8	391.2		390	23
05:15		284.1	390.9		390	23
05:20		285.4	390.5		390	23
05:25		286.7	390.4		390	23
05:30		287.8	390.1		390	23
05:35		288.9	390.2		390	23
05:40		290.1	389.8		390	24
05:45		291.4	389.7		390	24
05:50		292.4	390.1		390	23
05:55		293.5	389.9		390	24
06:00		294.5	390.0		390	24
06:05		295.7	389.6		428	26
06:10		296.7	388.5		428	33
06:15		297.7	388.2		428	39
06:20		298.8	388.9		428	45
06:25		300.0	390.4		428	50
06:30		301.3	393.1		428	49
06:35		302.6	395.8		428	49
06:40		304.0	398.5		428	50
06:45		305.5	400.9		428	50
06:50		306.9	403.0		428	50
06:55		308.4	405.0		428	50
07:00		309.7	406.6		428	50
07:05		311.1	407.7		428	50
07:10		312.5	408.9		428	50
07:15		313.9	410.3		428	50
07:20		315.3	411.6		428	50
07:25		316.7	413.1		428	50
07:30		318.2	414.5		428	50
07:35		319.7	415.9		428	50
07:40		321.1	417.1		428	50
07:45		322.6	418.3		428	50
07:50		324.0	419.6		428	50
07:55		325.6	421.2		428	50
08:00		327.1	422.3		428	50
08:05		328.6	422.7		428	50
08:10		330.0	423.6		428	50
08:15		331.5	424.7		428	50
08:20		333.0	426.4		428	49
08:25		334.5	428.0		428	47
08:30		335.9	429.7		428	43
08:35		337.4	430.3		428	42
08:40		338.8	430.0		428	42
08:45		340.1	429.5		455	50
08:50		341.5	431.1		455	50
08:55		342.8	434.2		455	50
09:00		344.2	436.5		455	50
09:05		345.7	438.9		455	50
09:10		347.1	440.8		455	50
09:15		348.5	442.4		455	50
09:20		350.2	443.8		455	50
09:25		351.7	445.1		455	50
09:30		353.3	446.2		455	50
09:35		355.0	447.7		455	50
09:40		356.5	449.1		455	50
09:45		358.0	450.2		455	50
09:50		359.7	451.3		455	49
09:55		361.4	452.3		455	49
10:00		363.1	453.5		455	48
10:05		364.8	455.1		455	46
10:10		366.6	455.7		455	46
10:15		368.3	456.1		455	45
10:20		370.1	456.4		455	43
10:25		371.6	456.8		455	41
10:30		373.4	457.1		455	39
10:35		375.1	457.1		455	38
10:40		376.9	457.2		455	36
10:45		378.6	456.7		455	36
10:50		380.3	456.6		460	41
10:55		381.9	456.7		460	46
11:00		383.4	457.1		460	47
11:05		385.0	457.9		460	48
11:10		386.7	458.7		460	47
11:15		388.4	459.2		460	48
11:20		389.9	459.7		460	47
11:25		391.5	460.0		460	47
11:30		392.9	460.7		460	45
11:35		394.2	461.6		460	43
11:40		395.5	462.1		460	41
11:45		396.7	462.4		460	39
11:50		397.9	462.7		460	37
11:55		399.0	462.7		460	35
12:00		400.3	462.3		460	34
12:05		401.4	462.2		460	32
12:10		402.7	462.1		460	31
12:15		403.9	462.4		460	29
12:20		405.2	462.7		460	26
12:25		406.6	462.9		460	24
12:30		408.0	462.7		460	22
12:35		409.3	462.6		460	20
12:40		410.5	462.6		460	19
12:45		412.0	462.4		460	17
12:50		413.3	462.3		460	16
12:55		414.6	461.8		460	15
13:00		416.0	461.6		460	14
13:05		417.4	461.2		460	14
13:10		418.8	460.6		460	14
13:15		420.2	460.4		460	14
13:20		421.6	460.3		460	14
13:25		422.8	460.3		460	14
13:30		424.2	460.2		460	14
13:35		425.5	460.4		460	14
13:40		427.1	460.6		460	14
13:45		428.4	460.6		460	14
13:50		429.7	460.4		460	14
13:55		431.1	459.1		200	14
14:00		430.7	453.9		200	14
