Date:2015.06.22	Unit:F	CHARGE:00:00	TP:00:00	DRYe:00:00	FCs:00:00	FCe:00:00	SCs:00:00	SCe:00:00	DROP:00:00	COOL:00:00
Time1	Time2	BT	ET	Event	ETSP	HEAT
00:00		306.7	391.9		200	32
00:05		274.5	375.1		200	32
00:10		250.5	362.7		200	32
00:15		232.6	353.5		200	32
00:20		219.4	346.7		200	32
00:25		209.7	341.8		200	32
00:30		202.8	338.2		200	32
00:35		198.0	335.1		200	32
00:40		195.1	332.5		200	32
00:45		193.5	330.9		200	32
00:50		192.6	330.0		200	32
00:55		192.8	329.8		390	32
01:00		193.3	332.6		390	32
01:05		194.2	335.7		390	32
01:10		195.3	337.4		390	32
01:15		196.8	338.7		390	32
01:20		198.4	339.1		390	32
01:25		200.2	339.5		390	32
01:30		202.0	339.5		390	32
01:35		203.6	339.2		390	32
01:40		205.3	339.2		390	32
01:45		207.0	339.7		390	32
01:50		209.0	340.0		390	32
01:55		210.9	340.9		390	32
02:00		213.0	341.8		390	32
02:05		214.9	343.3		390	32
02:10		216.9	344.8		390	32
02:15		219.0	346.8		390	32
02:20		221.2	348.8		390	32
02:25		223.3	350.4		390	32
02:30		225.5	352.6		390	32
02:35		227.5	354.5		390	32
02:40		229.7	356.0		390	32
02:45		232.2	357.3		390	32
02:50		234.5	358.7		390	32
02:55		236.6	360.2		390	32
03:00		238.9	361.5		390	32
03:05		241.0	363.0		390	32
03:10		243.3	364.3		390	32
03:15		245.5	365.1		390	32
03:20		247.6	366.1		390	32
03:25		249.8	367.1		390	32
03:30		251.8	368.0		390	32
03:35		253.8	369.1		390	32
03:40		255.9	370.3		390	32
03:45		258.0	371.4		390	32
03:50		260.0	372.4		390	32
03:55		262.1	373.7		390	32
04:00		264.3	374.4		390	32
04:05		266.3	375.6		390	32
04:10		268.3	376.6		390	32
04:15		270.5	377.6		390	32
04:20		272.4	378.9		390	32
04:25		274.3	380.3		390	32
04:30		276.3	381.7		390	32
04:35		278.5	382.8		390	32
04:40		280.5	384.0		390	32
04:45		282.2	385.3		390	32
04:50		284.2	386.3		390	32
04:55		286.0	387.8		390	32
05:00		287.8	389.1		390	32
05:05		289.6	390.4		390	32
05:10		291.5	391.3		390	32
05:15		293.2	392.0		390	32
05:20		295.0	392.6		428	32
05:25		296.8	392.5		428	32
05:30		298.6	392.2		428	32
05:35		300.4	392.5		428	32
05:40		302.2	393.7		428	32
05:45		303.9	395.1		428	32
05:50		305.7	396.4		428	32
05:55		307.5	397.9		428	32
06:00		309.2	399.4		428	32
06:05		311.0	401.0		428	32
06:10		312.6	402.3		428	32
06:15		314.5	403.6		428	32
06:20		316.2	404.6		428	32
06:25		317.7	405.8		428	32
06:30		319.4	407.4		428	32
06:35		321.0	408.4		428	32
06:40		322.7	409.6		428	32
06:45		324.2	411.0		428	32
06:50		326.0	412.1		428	32
06:55		327.7	413.3		428	32
07:00		329.2	414.4		428	32
07:05		331.0	415.5		428	32
07:10		332.7	416.7		428	32
07:15		334.3	418.6		428	32
07:20		335.9	420.1		428	32
07:25		337.5	420.9		428	32
07:30		339.1	422.1		428	32
07:35		340.9	423.7		440	32
07:40		342.5	426.0		440	32
07:45		344.3	428.1		440	32
07:50		345.7	429.9		440	32
07:55		347.5	431.5		440	32
08:00		349.3	433.0		440	32
08:05		351.1	434.3		440	32
08:10		352.8	435.5		440	32
08:15		354.4	437.2		440	32
08:20		356.2	438.5		440	32
08:25		358.0	439.8		440	32
08:30		359.8	440.8		440	32
08:35		361.6	441.7		440	32
08:40		363.4	442.1		440	32
08:45		365.2	442.6		440	32
08:50		367.1	443.0		440	32
08:55		368.9	443.3		440	32
09:00		370.6	443.2		440	32
09:05		372.4	442.8		440	32
09:10		374.1	442.5		440	32
09:15		375.7	442.0		440	32
09:20		377.2	442.0		440	32
09:25		379.0	442.0		440	32
09:30		380.8	442.2		440	32
09:35		382.5	442.4		440	32
09:40		384.2	442.5		440	32
09:45		385.9	442.4		440	32
09:50		387.5	442.2		440	32
09:55		389.3	441.9		440	32
10:00		390.8	441.8		440	32
10:05		392.3	441.6		440	32
10:10		393.9	441.2		440	32
10:15		395.3	440.7		440	32
10:20		396.6	440.1		440	32
10:25		397.6	439.9		440	32
10:30		398.7	439.4		440	32
10:35		399.8	439.1		440	32
10:40		400.9	439.0		440	32
10:45		401.7	439.0		440	32
10:50		402.6	439.0		440	32
10:55		403.5	439.1		440	32
11:00		404.3	439.3		440	32
11:05		405.1	439.4		440	32
11:10		406.1	439.7		440	32
11:15		407.1	439.9		440	32
11:20		408.2	440.0		440	32
11:25		409.0	440.4		440	32
11:30		410.0	440.5		200	14
11:35		410.7	438.4		200	14
11:40		409.3	433.0		200	14
