Date,Time,Enviro Temp,Bean Temp,Enviro SP,Ramp Rate,CoolingFan,BeanDrop
13-02-2014,18:24:10,386.7,205,405.0 F,0,On,Off
13-02-2014,18:24:15,387.1,207.8,405.0 F,0,On,Off
13-02-2014,18:24:20,387.7,210.7,405.0 F,0,On,Off
13-02-2014,18:24:25,388.3,213.6,405.0 F,0,On,Off
13-02-2014,18:24:30,389.2,216.1,405.0 F,0,On,Off
13-02-2014,18:24:35,390,218.9,405.0 F,0,On,Off
13-02-2014,18:24:40,390.3,221.7,405.0 F,0,On,Off
13-02-2014,18:24:45,390.6,224.5,405.0 F,0,On,Off
13-02-2014,18:24:50,390.5,227.3,405.0 F,0,On,Off
13-02-2014,18:24:55,391.5,229.8,405.0 F,0,Off,Off
13-02-2014,18:25:00,392.6,232.4,405.0 F,0,On,Off
13-02-2014,18:25:05,393.8,234.9,405.0 F,0,On,Off
13-02-2014,18:25:10,394.4,237.5,405.0 F,0,On,Off
13-02-2014,18:25:15,394.9,240.1,405.0 F,0,On,Off
13-02-2014,18:25:20,395.1,242.7,405.0 F,0,On,Off
13-02-2014,18:25:25,394.9,245.2,405.0 F,0,On,Off
13-02-2014,18:25:30,394.6,247.7,405.0 F,0,On,Off
13-02-2014,18:25:35,394.7,250,405.0 F,0,On,Off
13-02-2014,18:25:40,395.3,252.5,405.0 F,0,On,Off
13-02-2014,18:25:45,395.9,254.9,405.0 F,0,On,Off
13-02-2014,18:25:50,396.7,257.3,405.0 F,0,On,Off
13-02-2014,18:25:55,396.8,259.8,405.0 F,0,On,Off
13-02-2014,18:26:00,397.1,262.1,405.0 F,0,On,Off
13-02-2014,18:26:05,397.7,264.3,405.0 F,0,On,Off
13-02-2014,18:26:10,398.1,266.6,405.0 F,0,On,Off
13-02-2014,18:26:15,398.5,268.8,405.0 F,0,On,Off
13-02-2014,18:26:20,399.2,270.9,405.0 F,0,On,Off
13-02-2014,18:26:25,399.6,273,405.0 F,0,On,Off
13-02-2014,18:26:30,400.9,275.2,405.0 F,0,On,Off
13-02-2014,18:26:35,402,277.4,405.0 F,0,On,Off
13-02-2014,18:26:40,401.9,279.4,405.0 F,0,On,Off
13-02-2014,18:26:45,402,281.2,424.0 F,0,On,Off
13-02-2014,18:26:50,401.8,283.3,424.0 F,0,On,Off
13-02-2014,18:26:55,401.8,285.1,424.0 F,0,On,Off
13-02-2014,18:27:00,401.8,287,424.0 F,0,Off,Off
13-02-2014,18:27:05,401.6,288.9,424.0 F,0,Off,Off
13-02-2014,18:27:10,402.1,290.6,424.0 F,0,Off,Off
13-02-2014,18:27:15,402.2,292.4,424.0 F,0,Off,Off
13-02-2014,18:27:20,402.4,294.2,424.0 F,0,Off,Off
13-02-2014,18:27:25,402.9,295.9,424.0 F,0,Off,Off
13-02-2014,18:27:30,402.4,297.7,424.0 F,0,Off,Off
13-02-2014,18:27:35,403,299.4,424.0 F,0,Off,Off
13-02-2014,18:27:40,402.9,301.2,424.0 F,0,Off,Off
13-02-2014,18:27:45,403,302.8,424.0 F,0,Off,Off
13-02-2014,18:27:50,403.8,304.4,424.0 F,0,Off,Off
13-02-2014,18:27:55,404.5,306.3,424.0 F,0,Off,Off
13-02-2014,18:28:00,405,307.9,424.0 F,0,Off,Off
13-02-2014,18:28:05,405.5,309.5,424.0 F,0,Off,Off
13-02-2014,18:28:10,405.8,311.2,424.0 F,0,Off,Off
13-02-2014,18:28:15,406.9,313,424.0 F,0,Off,Off
13-02-2014,18:28:20,408,314.5,424.0 F,0,Off,Off
13-02-2014,18:28:25,408.5,315.9,424.0 F,0,Off,Off
13-02-2014,18:28:30,409.6,317.6,424.0 F,0,Off,Off
13-02-2014,18:28:35,410.6,319.3,424.0 F,0,Off,Off
13-02-2014,18:28:40,411,321,424.0 F,0,Off,Off
13-02-2014,18:28:45,411.7,322.6,424.0 F,0,Off,Off
13-02-2014,18:28:50,412.3,324.1,424.0 F,0,Off,Off
13-02-2014,18:28:55,412.9,325.7,424.0 F,0,Off,Off
13-02-2014,18:29:00,413.2,327.4,424.0 F,0,Off,Off
13-02-2014,18:29:05,413.8,329.2,424.0 F,0,Off,Off
13-02-2014,18:29:10,414.7,330.8,424.0 F,0,Off,Off
13-02-2014,18:29:15,415.4,332.4,424.0 F,0,Off,Off
13-02-2014,18:29:20,416.5,333.9,424.0 F,0,Off,Off
13-02-2014,18:29:25,417.4,335.5,424.0 F,0,Off,Off
13-02-2014,18:29:30,418.3,337.2,424.0 F,0,Off,Off
13-02-2014,18:29:35,419.7,338.8,424.0 F,0,Off,Off
13-02-2014,18:29:40,420.4,340.5,424.0 F,0,Off,Off
13-02-2014,18:29:45,421.2,342.1,424.0 F,0,Off,Off
13-02-2014,18:29:50,421.6,343.7,424.0 F,0,Off,Off
13-02-2014,18:29:55,422.1,345.4,424.0 F,0,Off,Off
13-02-2014,18:30:00,423,346.9,424.0 F,0,Off,Off
13-02-2014,18:30:05,424.3,348.5,424.0 F,0,Off,Off
13-02-2014,18:30:10,425.5,350.1,424.0 F,0,Off,Off
13-02-2014,18:30:15,426.4,351.7,424.0 F,0,Off,Off
13-02-2014,18:30:20,426.5,353.2,424.0 F,0,Off,Off
13-02-2014,18:30:25,426.4,354.8,424.0 F,0,Off,Off
13-02-2014,18:30:30,425.8,356.3,424.0 F,0,Off,Off
13-02-2014,18:30:35,425.5,358,424.0 F,0,Off,Off
13-02-2014,18:30:40,425.5,359.6,424.0 F,0,Off,Off
13-02-2014,18:30:45,425.7,361.1,424.0 F,0,Off,Off
13-02-2014,18:30:50,425.8,362.5,424.0 F,0,Off,Off
13-02-2014,18:30:55,425.7,364,424.0 F,0,Off,Off
13-02-2014,18:31:00,425.9,365.4,424.0 F,0,Off,Off
13-02-2014,18:31:05,426.6,367,424.0 F,0,Off,Off
13-02-2014,18:31:10,426.4,368.4,424.0 F,0,Off,Off
13-02-2014,18:31:15,425.6,370,424.0 F,0,Off,Off
13-02-2014,18:31:20,424.9,371.3,424.0 F,0,Off,Off
13-02-2014,18:31:25,424.5,372.6,424.0 F,0,Off,Off
13-02-2014,18:31:30,424.6,374,424.0 F,0,Off,Off
13-02-2014,18:31:35,425,375.3,424.0 F,0,Off,Off
13-02-2014,18:31:40,425.2,376.6,424.0 F,0,Off,Off
13-02-2014,18:31:45,425.1,377.8,424.0 F,0,Off,Off
13-02-2014,18:31:50,424.8,379.2,424.0 F,0,Off,Off
13-02-2014,18:31:55,424.6,380.5,424.0 F,0,Off,Off
13-02-2014,18:32:00,424.8,381.9,424.0 F,0,Off,Off
13-02-2014,18:32:05,425,383.2,424.0 F,0,Off,Off
13-02-2014,18:32:10,425.1,384.4,424.0 F,0,Off,Off
13-02-2014,18:32:15,425.2,385.9,440.0 F,0,Off,Off
13-02-2014,18:32:20,428.1,387.1,440.0 F,0,Off,Off
13-02-2014,18:32:25,431.7,388.5,440.0 F,0,Off,Off
13-02-2014,18:32:30,435.4,390,440.0 F,0,Off,Off
13-02-2014,18:32:35,438.3,391.5,440.0 F,0,Off,Off
13-02-2014,18:32:40,441,393.1,440.0 F,0,Off,Off
13-02-2014,18:32:45,442.9,394.9,440.0 F,0,Off,Off
13-02-2014,18:32:50,444.3,396.6,440.0 F,0,Off,Off
13-02-2014,18:32:55,445,398.5,440.0 F,0,Off,Off
13-02-2014,18:33:00,445.5,400.2,440.0 F,0,Off,Off
13-02-2014,18:33:05,445.7,401.9,440.0 F,0,Off,Off
13-02-2014,18:33:10,445.3,403.6,440.0 F,0,Off,Off
13-02-2014,18:33:15,444.6,405.2,440.0 F,0,Off,Off
13-02-2014,18:33:20,443.7,406.6,440.0 F,0,Off,Off
13-02-2014,18:33:25,442.7,407.8,440.0 F,0,Off,Off
13-02-2014,18:33:30,441.7,409,440.0 F,0,Off,Off
13-02-2014,18:33:35,440.5,410,440.0 F,0,Off,Off
13-02-2014,18:33:40,439.5,410.9,440.0 F,0,Off,Off
13-02-2014,18:33:45,438.8,411.8,440.0 F,0,Off,Off
13-02-2014,18:33:50,438.3,412.6,440.0 F,0,Off,Off
13-02-2014,18:33:55,437.9,413.4,440.0 F,0,Off,Off
13-02-2014,18:34:00,438,414.2,440.0 F,0,Off,Off
13-02-2014,18:34:05,438.1,415,440.0 F,0,Off,Off
13-02-2014,18:34:10,438.3,415.6,440.0 F,0,Off,Off
13-02-2014,18:34:15,438.7,416.5,440.0 F,0,Off,Off
13-02-2014,18:34:20,439.1,417.4,440.0 F,0,Off,Off
13-02-2014,18:34:25,439.6,418.3,440.0 F,0,Off,Off
13-02-2014,18:34:30,440.1,419.1,440.0 F,0,Off,Off
13-02-2014,18:34:35,440.4,420,440.0 F,0,Off,Off
13-02-2014,18:34:40,440.6,421,440.0 F,0,Off,Off
13-02-2014,18:34:45,440.8,422,440.0 F,0,Off,Off
13-02-2014,18:34:50,440.8,423.1,440.0 F,0,Off,Off
13-02-2014,18:34:55,441.1,424.2,440.0 F,0,Off,Off
13-02-2014,18:35:00,441.1,425.2,440.0 F,0,Off,Off
13-02-2014,18:35:05,440.9,426.4,200.0 F,0,On,On
13-02-2014,18:35:10,438.4,427.4,200.0 F,0,On,Off
13-02-2014,18:35:15,432,424.4,200.0 F,0,On,Off
13-02-2014,18:35:20,425.4,418.9,200.0 F,0,On,Off
13-02-2014,18:35:25,418.9,413.3,200.0 F,0,On,Off
13-02-2014,18:35:30,413.9,408.4,200.0 F,0,On,Off
13-02-2014,18:35:35,410.1,403.8,200.0 F,0,On,Off
13-02-2014,18:35:40,402.9,398.9,200.0 F,0,On,Off
13-02-2014,18:35:45,392.3,393.6,200.0 F,0,On,Off
13-02-2014,18:35:50,383.4,388.5,200.0 F,0,On,Off
13-02-2014,18:35:55,375.1,383.4,200.0 F,0,On,Off
13-02-2014,18:36:00,367.3,379.2,200.0 F,0,On,Off
13-02-2014,18:36:05,361,375.2,200.0 F,0,On,Off
13-02-2014,18:36:10,355.2,371.3,200.0 F,0,On,Off
13-02-2014,18:36:15,350.3,368,200.0 F,0,On,Off
13-02-2014,18:36:20,346.1,365.2,200.0 F,0,On,Off
13-02-2014,18:36:25,342.3,362.7,200.0 F,0,On,Off
13-02-2014,18:36:30,338.7,360.3,200.0 F,0,On,Off
13-02-2014,18:36:35,336.2,358,200.0 F,0,On,Off
13-02-2014,18:36:40,333.9,355.4,200.0 F,0,On,Off
13-02-2014,18:36:45,331.7,353.3,200.0 F,0,On,Off
13-02-2014,18:36:50,329.9,351.1,200.0 F,0,On,Off
13-02-2014,18:36:55,327.8,349,200.0 F,0,On,Off
13-02-2014,18:37:00,325,347.8,200.0 F,0,On,Off
13-02-2014,18:37:05,322.7,346.3,200.0 F,0,On,Off
13-02-2014,18:37:10,320.9,344.5,200.0 F,0,On,Off
13-02-2014,18:37:15,318.9,342.7,200.0 F,0,On,Off
13-02-2014,18:37:20,317.3,341.8,200.0 F,0,On,Off
13-02-2014,18:37:25,316.1,340.3,200.0 F,0,On,Off
13-02-2014,18:37:30,314.8,338.9,200.0 F,0,On,Off
13-02-2014,18:37:35,313.7,337.6,200.0 F,0,On,Off
13-02-2014,18:37:40,312.9,336.1,200.0 F,0,On,Off
13-02-2014,18:37:45,311.4,334.6,200.0 F,0,On,Off
13-02-2014,18:37:50,310.3,333.1,200.0 F,0,On,Off
13-02-2014,18:37:55,309.4,331.6,200.0 F,0,On,Off
13-02-2014,18:38:00,308.1,329.9,200.0 F,0,On,Off
13-02-2014,18:38:05,306.7,328.1,200.0 F,0,On,Off
13-02-2014,18:38:10,304.3,327.1,200.0 F,0,On,Off
13-02-2014,18:38:15,303.7,325.8,200.0 F,0,On,Off
13-02-2014,18:38:20,303,324.6,200.0 F,0,On,Off
13-02-2014,18:38:25,302.2,323,200.0 F,0,On,Off
13-02-2014,18:38:30,301.7,321.7,200.0 F,0,On,Off
13-02-2014,18:38:35,300.6,320,200.0 F,0,On,Off
13-02-2014,18:38:40,299.3,318.3,200.0 F,0,On,Off
13-02-2014,18:38:45,298,317.3,200.0 F,0,On,Off
13-02-2014,18:38:50,296.4,316.8,150.0 F,0,On,Off
13-02-2014,18:38:55,296.8,315.3,150.0 F,0,On,Off
13-02-2014,18:39:00,297.8,313.1,150.0 F,0,On,Off
13-02-2014,18:39:05,298.4,311.2,150.0 F,0,On,Off
13-02-2014,18:39:10,298.4,309.1,150.0 F,0,On,Off
13-02-2014,18:39:15,298.8,307.8,150.0 F,0,On,Off
13-02-2014,18:39:20,298.6,306.4,150.0 F,0,On,Off
13-02-2014,18:39:25,299,305.3,150.0 F,0,On,Off
13-02-2014,18:39:30,298.6,303.7,150.0 F,0,On,Off
13-02-2014,18:39:35,298.3,301.6,150.0 F,0,On,Off
13-02-2014,18:39:40,297.5,299.8,150.0 F,0,On,Off
13-02-2014,18:39:45,297,297.9,150.0 F,0,On,Off
13-02-2014,18:39:50,296.6,296.4,150.0 F,0,On,Off
13-02-2014,18:39:55,295.6,295.1,150.0 F,0,On,Off
13-02-2014,18:40:00,294.7,293.6,150.0 F,0,On,Off
13-02-2014,18:40:05,294.4,291.6,150.0 F,0,On,Off
13-02-2014,18:40:10,294.1,289.9,150.0 F,0,On,Off
13-02-2014,18:40:15,293.7,288.6,150.0 F,0,On,Off
13-02-2014,18:40:20,293.4,287.8,150.0 F,0,On,Off
13-02-2014,18:40:25,293.2,286.9,150.0 F,0,On,Off
13-02-2014,18:40:30,292.7,286,150.0 F,0,On,Off
13-02-2014,18:40:35,291.4,285.1,150.0 F,0,On,Off
13-02-2014,18:40:40,290.1,284.1,150.0 F,0,Off,Off
13-02-2014,18:40:45,289.1,282.8,150.0 F,0,Off,Off
13-02-2014,18:40:50,287.5,281.2,150.0 F,0,Off,Off
13-02-2014,18:40:55,286.1,279.9,150.0 F,0,Off,Off
13-02-2014,18:41:00,285,278.3,150.0 F,0,Off,Off
13-02-2014,18:41:05,283.7,276.7,150.0 F,0,Off,Off
13-02-2014,18:41:10,282.1,275.3,150.0 F,0,Off,Off
13-02-2014,18:41:15,280.9,274.3,150.0 F,0,Off,Off
13-02-2014,18:41:20,280.2,273.6,150.0 F,0,Off,Off
13-02-2014,18:41:25,279.5,273.4,150.0 F,0,Off,Off
13-02-2014,18:41:30,278.8,272.3,150.0 F,0,Off,Off
13-02-2014,18:41:35,278.6,271.3,150.0 F,0,Off,Off
13-02-2014,18:41:40,277.9,270.6,150.0 F,0,Off,Off
13-02-2014,18:41:45,277.1,269.8,150.0 F,0,Off,Off
13-02-2014,18:41:50,276.2,268.9,150.0 F,0,Off,Off
13-02-2014,18:41:55,274.7,268,150.0 F,0,Off,Off
13-02-2014,18:42:00,273,266.7,150.0 F,0,Off,Off
13-02-2014,18:42:05,272.1,265.7,150.0 F,0,Off,Off
13-02-2014,18:42:10,270.8,264.3,150.0 F,0,Off,Off
13-02-2014,18:42:15,269.9,263.6,150.0 F,0,Off,Off
13-02-2014,18:42:20,269.6,263.3,150.0 F,0,Off,Off
13-02-2014,18:42:25,268.9,263,150.0 F,0,Off,Off
13-02-2014,18:42:30,268.9,262.5,150.0 F,0,Off,Off
13-02-2014,18:42:35,268,261.5,150.0 F,0,Off,Off
13-02-2014,18:42:40,265.8,260.4,150.0 F,0,Off,Off
13-02-2014,18:42:45,264.6,259.2,150.0 F,0,Off,Off
13-02-2014,18:42:50,264,258.4,150.0 F,0,Off,Off
13-02-2014,18:42:55,263.5,257.4,150.0 F,0,Off,Off
13-02-2014,18:43:00,262.6,256,150.0 F,0,Off,Off
13-02-2014,18:43:05,261.6,255,150.0 F,0,Off,Off
13-02-2014,18:43:10,260.7,254,150.0 F,0,Off,Off
13-02-2014,18:43:15,259.6,253.6,150.0 F,0,Off,Off
13-02-2014,18:43:20,258.5,252.5,150.0 F,0,Off,Off
13-02-2014,18:43:25,257.9,251.6,150.0 F,0,Off,Off
13-02-2014,18:43:30,257.6,250.6,150.0 F,0,Off,Off
13-02-2014,18:43:35,257.3,250,150.0 F,0,Off,Off
13-02-2014,18:43:40,256.6,249.8,150.0 F,0,Off,Off
13-02-2014,18:43:45,256.4,249.6,150.0 F,0,Off,Off
13-02-2014,18:43:50,256.4,249.1,150.0 F,0,Off,Off
13-02-2014,18:43:55,254.7,248,150.0 F,0,Off,Off
13-02-2014,18:44:00,253.7,247.7,150.0 F,0,Off,Off
13-02-2014,18:44:05,253.4,247.5,150.0 F,0,Off,Off
13-02-2014,18:44:10,252.5,246.8,150.0 F,0,Off,Off
13-02-2014,18:44:15,251.7,245.6,150.0 F,0,Off,Off
13-02-2014,18:44:20,250.7,244.8,150.0 F,0,Off,Off
13-02-2014,18:44:25,250.6,243.7,150.0 F,0,Off,Off
13-02-2014,18:44:30,250.5,242.7,150.0 F,0,Off,Off
13-02-2014,18:44:35,250,241.8,150.0 F,0,Off,Off
13-02-2014,18:44:40,249.6,240.9,150.0 F,0,Off,Off
13-02-2014,18:44:45,248.5,240.2,150.0 F,0,Off,Off
13-02-2014,18:44:50,247.3,239,150.0 F,0,Off,Off
13-02-2014,18:44:55,246.9,237.8,150.0 F,0,Off,Off
13-02-2014,18:45:00,246.4,236.6,150.0 F,0,Off,Off
13-02-2014,18:45:05,245.7,235.7,150.0 F,0,Off,Off
13-02-2014,18:45:10,245.5,235.1,150.0 F,0,Off,Off
13-02-2014,18:45:15,244.8,234.2,150.0 F,0,Off,Off
13-02-2014,18:45:20,244.9,233.7,150.0 F,0,Off,Off
13-02-2014,18:45:25,243.6,232.6,150.0 F,0,Off,Off
13-02-2014,18:45:30,242.1,232.2,150.0 F,0,Off,Off
13-02-2014,18:45:35,240.9,232.4,150.0 F,0,Off,Off
13-02-2014,18:45:40,240.1,231.8,150.0 F,0,Off,Off
13-02-2014,18:45:45,239.6,230.8,150.0 F,0,Off,Off
13-02-2014,18:45:50,239.4,230.2,150.0 F,0,Off,Off
13-02-2014,18:45:55,239.1,229.3,150.0 F,0,Off,Off
13-02-2014,18:46:00,238.3,228.5,150.0 F,0,Off,Off
