Date:2015.06.22	Unit:F	CHARGE:00:00	TP:00:00	DRYe:00:00	FCs:00:00	FCe:00:00	SCs:00:00	SCe:00:00	DROP:00:00	COOL:00:00
Time1	Time2	BT	ET	Event	ETSP	HEAT
00:00		313.5	408.8		200	32
00:05		280.5	394.3		200	32
00:10		257.2	384.8		200	32
00:15		239.5	377.5		200	32
00:20		226.0	372.2		200	32
00:25		216.7	368.4		200	32
00:30		210.2	365.3		200	32
00:35		205.5	363.0		200	32
00:40		202.3	361.5		200	32
00:45		200.8	360.3		200	32
00:50		200.2	360.0		200	32
00:55		200.2	359.9		200	32
01:00		200.9	360.7		390	32
01:05		201.8	363.4		390	32
01:10		203.0	365.1		390	32
01:15		204.4	365.9		390	32
01:20		205.9	367.0		390	32
01:25		207.7	367.7		390	32
01:30		209.5	368.1		390	32
01:35		211.3	369.0		390	32
01:40		213.1	369.9		390	32
01:45		215.0	371.0		390	32
01:50		216.9	371.9		390	32
01:55		218.8	372.5		390	32
02:00		220.8	373.5		390	32
02:05		222.8	374.6		390	32
02:10		224.8	376.3		390	32
02:15		227.0	378.1		390	32
02:20		229.0	379.7		390	32
02:25		231.0	381.3		390	32
02:30		233.0	382.8		390	32
02:35		235.1	384.5		390	32
02:40		237.2	386.0		390	32
02:45		239.1	387.1		390	32
02:50		241.0	387.7		390	32
02:55		243.1	388.7		390	32
03:00		245.0	389.9		390	32
03:05		247.1	391.3		390	32
03:10		249.1	392.1		390	32
03:15		251.1	392.3		390	32
03:20		253.1	392.5		390	32
03:25		255.0	392.4		390	32
03:30		256.9	392.2		390	32
03:35		258.7	392.0		390	32
03:40		260.5	391.4		390	32
03:45		262.2	390.9		390	32
03:50		263.8	390.7		390	32
03:55		265.3	390.4		390	32
04:00		267.1	390.1		390	32
04:05		268.8	390.1		390	32
04:10		270.5	390.0		390	32
04:15		271.9	390.6		390	32
04:20		273.4	390.9		390	32
04:25		274.9	391.0		390	32
04:30		276.5	391.1		390	32
04:35		277.9	391.2		390	32
04:40		279.3	391.3		390	32
04:45		280.6	391.1		390	32
04:50		281.9	390.9		390	32
04:55		283.3	391.1		390	32
05:00		284.4	391.4		390	32
05:05		285.8	391.1		390	32
05:10		287.0	390.9		390	32
05:15		288.2	390.5		390	32
05:20		289.4	390.4		390	32
05:25		290.5	390.4		390	32
05:30		291.7	390.2		390	32
05:35		292.8	389.8		390	32
05:40		293.8	390.2		390	32
05:45		294.9	390.5		390	32
05:50		295.9	390.2		428	32
05:55		296.9	389.6		428	32
06:00		297.9	389.2		428	32
06:05		299.0	389.5		428	32
06:10		300.1	391.0		428	32
06:15		301.3	393.2		428	32
06:20		302.5	396.1		428	32
06:25		303.8	398.8		428	32
06:30		305.1	401.0		428	32
06:35		306.5	402.9		428	32
06:40		307.9	404.7		428	32
06:45		309.4	406.5		428	32
06:50		310.8	408.4		428	32
06:55		312.3	410.3		428	32
07:00		313.7	412.0		428	32
07:05		315.1	413.7		428	32
07:10		316.6	415.2		428	32
07:15		318.1	416.7		428	32
07:20		319.6	418.3		428	32
07:25		320.9	419.5		428	32
07:30		322.4	420.7		428	32
07:35		323.8	421.9		428	32
07:40		325.3	422.8		428	32
07:45		326.9	423.9		428	32
07:50		328.3	424.9		428	32
07:55		329.9	426.4		428	32
08:00		331.4	427.4		428	32
08:05		332.8	428.5		428	32
08:10		334.3	429.2		428	32
08:15		335.6	429.6		428	32
08:20		337.2	429.6		428	32
08:25		338.6	429.8		428	32
08:30		340.0	430.0		455	32
08:35		341.2	430.5		455	32
08:40		342.6	433.2		455	32
08:45		343.7	435.5		455	32
08:50		345.2	437.8		455	32
08:55		346.6	440.0		455	32
09:00		348.1	442.2		455	32
09:05		349.7	444.1		455	32
09:10		351.2	445.4		455	32
09:15		352.8	446.5		455	32
09:20		354.4	447.9		455	32
09:25		356.1	449.2		455	32
09:30		357.7	450.4		455	32
09:35		359.3	450.9		455	32
09:40		361.0	451.9		455	32
09:45		362.7	453.2		455	32
09:50		364.4	454.3		455	32
09:55		366.2	455.1		455	32
10:00		368.1	455.8		455	32
10:05		369.7	456.3		455	32
10:10		371.6	456.7		455	32
10:15		373.4	457.0		455	32
10:20		375.2	457.0		455	32
10:25		377.0	456.6		455	32
10:30		378.8	456.5		455	32
10:35		380.5	456.7		460	32
10:40		382.4	457.0		460	32
10:45		384.1	457.9		460	32
10:50		385.8	458.5		460	32
10:55		387.4	459.3		460	32
11:00		389.2	459.9		460	32
11:05		390.7	460.5		460	32
11:10		392.1	461.0		460	32
11:15		393.6	461.4		460	32
11:20		394.9	461.6		460	32
11:25		396.2	462.0		460	32
11:30		397.5	462.4		460	32
11:35		398.6	462.5		460	32
11:40		399.8	462.6		460	32
11:45		400.9	462.5		460	32
11:50		402.1	462.5		460	32
11:55		403.4	462.7		460	32
12:00		404.7	462.7		460	32
12:05		405.9	462.3		460	32
12:10		407.2	461.8		460	32
12:15		408.4	462.0		460	32
12:20		409.5	462.4		460	32
12:25		411.0	462.2		460	32
12:30		412.3	462.1		460	32
12:35		413.6	461.8		460	32
12:40		415.0	461.8		460	32
12:45		416.3	461.5		460	32
12:50		417.6	461.1		460	32
12:55		419.0	461.2		460	32
13:00		420.2	461.3		460	32
13:05		421.7	461.2		460	32
13:10		423.0	461.1		460	32
13:15		424.2	460.8		460	32
13:20		425.6	460.6		460	32
13:25		426.9	460.6		460	32
13:30		428.2	460.5		460	32
13:35		429.6	460.6		460	32
13:40		430.9	459.5		200	14
13:45		430.5	453.6		200	14
13:50		428.7	450.7		200	14
