Date:2015.06.22	Unit:F	CHARGE:00:00	TP:00:00	DRYe:00:00	FCs:00:00	FCe:00:00	SCs:00:00	SCe:00:00	DROP:00:00	COOL:00:00
Time1	Time2	BT	ET	Event	ETSP	HEAT
00:00		309.0	391.6		200	32
00:05		278.5	375.1		200	32
00:10		254.3	362.8		200	32
00:15		237.3	355.0		200	32
00:20		224.6	348.2		200	32
00:25		215.5	343.4		200	32
00:30		208.7	339.8		200	32
00:35		204.1	337.0		200	32
00:40		201.0	335.0		200	32
00:45		199.1	333.8		200	32
00:50		198.2	333.2		200	32
00:55		198.2	332.8		200	32
01:00		198.9	333.1		390	32
01:05		199.9	336.1		390	32
01:10		201.1	338.6		390	32
01:15		202.5	340.4		390	32
01:20		204.0	341.6		390	32
01:25		205.3	342.2		390	32
01:30		207.0	342.5		390	32
01:35		208.7	342.5		390	32
01:40		210.4	342.9		390	32
01:45		212.2	343.5		390	32
01:50		214.1	344.0		390	32
01:55		216.0	344.4		390	32
02:00		217.9	344.9		390	32
02:05		219.9	345.5		390	32
02:10		221.8	346.8		390	32
02:15		223.7	348.4		390	32
02:20		225.7	350.0		390	32
02:25		227.6	351.9		390	32
02:30		229.8	353.6		390	32
02:35		232.0	355.4		390	32
02:40		234.1	357.7		390	32
02:45		236.3	359.4		390	32
02:50		238.3	361.0		390	32
02:55		240.1	362.6		390	32
03:00		242.4	364.1		390	32
03:05		244.6	365.4		390	32
03:10		246.6	366.7		390	32
03:15		248.6	367.7		390	32
03:20		250.7	368.5		390	32
03:25		252.7	369.6		390	32
03:30		254.7	370.6		390	32
03:35		256.7	371.8		390	32
03:40		258.8	372.8		390	32
03:45		260.8	374.2		390	32
03:50		262.8	375.5		390	32
03:55		264.9	376.7		390	32
04:00		266.9	377.8		390	32
04:05		268.9	378.9		390	32
04:10		270.9	380.1		390	32
04:15		273.0	381.1		390	32
04:20		275.0	382.3		390	32
04:25		277.0	383.7		390	32
04:30		278.9	384.9		390	32
04:35		280.8	386.1		390	32
04:40		282.7	387.5		390	32
04:45		284.4	388.7		390	32
04:50		286.5	390.2		390	32
04:55		288.6	391.3		390	32
05:00		290.5	392.5		390	32
05:05		292.2	393.2		390	32
05:10		294.1	393.7		390	32
05:15		295.7	393.8		428	32
05:20		297.4	392.6		428	32
05:25		299.0	391.9		428	32
05:30		300.5	392.2		428	32
05:35		302.2	393.5		428	32
05:40		304.0	395.0		428	32
05:45		305.7	396.7		428	32
05:50		307.4	397.7		428	32
05:55		309.1	398.9		428	32
06:00		310.7	400.4		428	32
06:05		312.4	402.0		428	32
06:10		313.9	403.5		428	32
06:15		315.7	404.8		428	32
06:20		317.4	406.5		428	32
06:25		319.1	407.9		428	32
06:30		320.5	409.3		428	32
06:35		322.2	410.3		428	32
06:40		323.9	411.7		428	32
06:45		325.6	413.1		428	32
06:50		327.2	414.2		428	32
06:55		328.9	415.6		428	32
07:00		330.5	416.8		428	32
07:05		332.3	417.9		428	32
07:10		333.9	419.2		428	32
07:15		335.5	420.4		428	32
07:20		337.1	421.8		428	32
07:25		338.9	423.2		428	32
07:30		340.5	424.8		440	32
07:35		342.2	426.9		440	32
07:40		343.7	429.0		440	32
07:45		345.3	430.7		440	32
07:50		346.8	432.5		440	32
07:55		348.4	434.1		440	32
08:00		350.0	435.4		440	32
08:05		351.7	436.9		440	32
08:10		353.5	437.9		440	32
08:15		355.3	439.0		440	32
08:20		357.1	440.5		440	32
08:25		358.8	441.7		440	32
08:30		360.6	442.4		440	32
08:35		362.3	442.7		440	32
08:40		364.0	442.9		440	32
08:45		365.6	443.1		440	32
08:50		367.1	443.2		440	32
08:55		368.8	443.3		440	32
09:00		370.4	443.2		440	32
09:05		372.0	443.1		440	32
09:10		373.4	442.6		440	32
09:15		374.8	442.6		440	32
09:20		376.3	442.2		440	32
09:25		377.8	442.0		440	32
09:30		379.3	441.3		440	32
09:35		380.7	440.9		440	32
09:40		382.3	441.0		440	32
09:45		383.6	441.1		440	32
09:50		385.0	440.8		440	32
09:55		386.5	440.8		440	32
10:00		387.9	440.6		440	32
10:05		389.3	440.2		440	32
10:10		390.6	440.4		440	32
10:15		392.0	440.2		440	32
10:20		393.1	440.1		440	32
10:25		394.4	439.9		440	32
10:30		395.6	439.7		440	32
10:35		396.9	439.8		440	32
10:40		397.9	439.8		440	32
10:45		398.9	439.8		440	32
10:50		400.0	439.8		440	32
10:55		400.9	439.7		440	32
11:00		401.8	439.9		440	32
11:05		402.6	440.1		440	32
11:10		403.3	440.4		440	32
11:15		404.1	440.3		440	32
11:20		405.1	440.0		440	32
11:25		406.0	440.2		440	32
11:30		406.8	440.2		440	32
11:35		407.6	440.2		440	32
11:40		408.4	440.0		440	32
11:45		409.3	440.3		440	32
11:50		410.2	440.4		200	14
11:55		410.7	436.9		200	14
12:00		408.5	428.9		200	14
