Date:2015.06.22	Unit:F	CHARGE:00:00	TP:00:00	DRYe:00:00	FCs:00:00	FCe:00:00	SCs:00:00	SCe:00:00	DROP:00:00	COOL:00:00
Time1	Time2	BT	ET	Event	ETSP	HEAT
00:00		307.6	381.4		200	32
00:05		276.6	364.0		200	32
00:10		252.6	353.0		200	32
00:15		235.9	345.2		200	32
00:20		223.1	340.3		200	32
00:25		214.0	336.4		200	32
00:30		207.7	333.8		200	32
00:35		203.1	332.0		200	32
00:40		200.0	330.8		200	32
00:45		197.9	329.9		200	32
00:50		197.2	329.5		200	32
00:55		197.0	329.4		200	32
01:00		197.4	329.1		390	32
01:05		198.3	331.4		390	32
01:10		199.1	333.7		390	32
01:15		200.2	335.4		390	32
01:20		201.5	336.5		390	32
01:25		202.9	337.3		390	32
01:30		204.2	337.4		390	32
01:35		205.8	337.4		390	32
01:40		207.5	337.7		390	32
01:45		209.2	338.1		390	32
01:50		211.0	338.8		390	32
01:55		213.0	340.0		390	32
02:00		214.8	341.4		390	32
02:05		216.6	342.9		390	32
02:10		218.5	344.5		390	32
02:15		220.4	345.9		390	32
02:20		222.5	347.9		390	32
02:25		224.5	349.7		390	32
02:30		226.5	351.7		390	32
02:35		228.4	353.6		390	32
02:40		230.4	355.1		390	32
02:45		232.4	356.4		390	32
02:50		234.4	358.0		390	32
02:55		236.3	359.5		390	32
03:00		238.2	360.5		390	32
03:05		239.9	361.1		390	32
03:10		241.8	362.5		390	32
03:15		243.6	363.6		390	32
03:20		245.5	364.3		390	32
03:25		247.3	365.0		390	32
03:30		249.1	366.1		390	32
03:35		250.8	367.3		390	32
03:40		252.5	368.9		390	32
03:45		254.5	370.4		390	32
03:50		256.3	372.1		390	32
03:55		258.0	374.1		390	32
04:00		259.7	375.7		390	32
04:05		261.6	377.1		390	32
04:10		263.2	378.7		390	32
04:15		264.9	380.0		390	32
04:20		266.6	380.7		390	32
04:25		268.2	381.5		390	32
04:30		269.9	382.5		390	32
04:35		271.5	383.5		390	32
04:40		273.1	384.5		390	32
04:45		274.7	386.0		390	32
04:50		276.2	387.2		390	32
04:55		277.9	388.2		390	32
05:00		279.6	389.2		390	32
05:05		281.2	390.0		390	32
05:10		282.7	391.4		390	32
05:15		284.2	392.4		390	32
05:20		285.9	392.8		390	32
05:25		287.3	393.0		390	32
05:30		288.7	392.9		390	32
05:35		290.1	392.7		390	32
05:40		291.4	392.6		390	32
05:45		292.7	392.4		390	32
05:50		293.9	392.1		390	32
05:55		295.0	391.4		428	32
06:00		296.2	390.6		428	32
06:05		297.4	389.5		428	32
06:10		298.6	388.5		428	32
06:15		299.8	388.9		428	32
06:20		301.0	390.9		428	32
06:25		302.3	393.2		428	32
06:30		303.7	396.1		428	32
06:35		305.1	398.5		428	32
06:40		306.7	400.8		428	32
06:45		308.1	403.2		428	32
06:50		309.6	405.1		428	32
06:55		311.1	406.7		428	32
07:00		312.6	408.7		428	32
