Date,Time,Pointer,Enviro Temp,Bean Temp,Enviro SP,Ramp Rate,CoolingFan,BeanDrop,Power,Drum,Stirflex,Roast Fan,IdleTemp,DrumReference,StirflexReference,RoasterReference,Drum,LoLimitPower,HiLimitPower,HeatPower
2014/01/29,00:00:00,00003,354.3, 217.2,300.0 F,  0.1,Off,Off, 50.00 %, 1464 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 50.00%
2014/01/29,00:00:05,00003,348.8, 203.7,300.0 F,  0.1,Off,Off, 50.00 %, 1464 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 50.00%
2014/01/29,00:00:10,00003,344.4, 192.8,300.0 F,  0.1,Off,Off, 50.00 %, 1464 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 50.00%
2014/01/29,00:00:15,00003,341.0, 184.9,300.0 F,  0.1,Off,Off, 50.00 %, 1464 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 50.00%
2014/01/29,00:00:20,00003,338.9, 178.6,300.0 F,  0.1,Off,Off, 50.00 %, 1464 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 50.00%
2014/01/29,00:00:25,00003,337.3, 173.7,300.0 F,  0.1,Off,Off, 50.00 %, 1464 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 50.00%
2014/01/29,00:00:30,00003,336.1, 170.3,300.0 F,  0.1,Off,Off, 50.00 %, 1464 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 50.00%
2014/01/29,00:00:35,00003,335.7, 168.1,300.0 F,  0.1,Off,Off, 50.00 %, 1464 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 50.00%
2014/01/29,00:00:40,00003,335.5, 166.8,300.0 F,  0.1,Off,Off, 50.00 %, 1464 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 50.00%
2014/01/29,00:00:45,00003,335.5, 166.2,300.0 F,  0.1,Off,Off, 50.00 %, 1464 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 50.00%
2014/01/29,00:00:50,00003,335.5, 166.2,300.0 F,  0.1,Off,Off, 50.00 %, 1464 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 50.00%
2014/01/29,00:00:55,00003,335.8, 166.7,405.0 F,  0.0,Off,Off, 50.00 %, 1464 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 50.00%
2014/01/29,00:01:00,00003,336.6, 167.7,405.0 F,  0.0,Off,Off, 50.00 %, 1464 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 50.00%
2014/01/29,00:01:05,00003,337.5, 169.0,405.0 F,  0.0,Off,Off, 50.00 %, 1464 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 50.00%
2014/01/29,00:01:10,00003,337.7, 170.6,405.0 F,  0.0,Off,Off, 50.00 %, 1464 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 50.00%
2014/01/29,00:01:15,00003,338.4, 172.4,405.0 F,  0.0,Off,Off, 50.00 %, 1464 RPM,    0 RPM,  304 RPM, 300.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 50.00%
