Date,Time,Pointer,Enviro Temp,Bean Temp,Enviro SP,Ramp Rate,CoolingFan,BeanDrop,Power,Drum,Stirflex,Roast Fan,IdleTemp,DrumReference,StirflexReference,RoasterReference,Drum,LoLimitPower,HiLimitPower,HeatPower
2014/10/18,08:29:20,00003,065.9,  66.4,150.0 F,  0.0,Off,Off, 14.00 %,    0 RPM,    0 RPM,    0 RPM, 150.0 F, 0 Hz, 0 Hz, 0 Hz,  0 RPM, 14.50%, 50.00%, 14.50%
2014/10/18,08:29:25,00003,065.9,  66.4,  0.0 F,  0.0,Off,Off, 16.50 %,   77 RPM,    0 RPM,   86 RPM, 150.0 F, 0 Hz, 0 Hz, 0 Hz,  0 RPM, 14.50%, 50.00%, 16.50%
2014/10/18,08:29:30,00003,065.9,  66.4,  0.0 F,  0.0,Off,Off, 16.50 %,  795 RPM,    0 RPM,  304 RPM, 150.0 F, 0 Hz, 0 Hz, 0 Hz,  0 RPM, 14.50%, 50.00%, 16.50%
2014/10/18,08:29:35,00003,066.0,  66.4,  0.0 F,  0.0,Off,Off, 16.50 %, 1528 RPM,    0 RPM,  304 RPM, 150.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/10/18,08:29:40,00003,066.0,  66.4,  0.0 F,  0.0,Off,Off, 16.50 %, 1782 RPM,    0 RPM,  304 RPM, 150.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/10/18,08:29:45,00003,066.1,  66.5,  0.0 F,  0.0,Off,Off, 16.50 %, 1782 RPM,    0 RPM,  304 RPM, 150.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/10/18,08:29:50,00003,066.2,  66.5,  0.0 F,  0.0,Off,Off, 16.50 %, 1782 RPM,    0 RPM,  304 RPM, 150.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/10/18,08:29:55,00003,066.2,  66.5,  0.0 F,  0.0,Off,Off, 16.50 %, 1782 RPM,    0 RPM,  304 RPM, 150.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/10/18,08:30:00,00003,066.2,  66.6,  0.0 F,  0.0,Off,Off, 16.50 %, 1783 RPM,    0 RPM,  304 RPM, 150.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
2014/10/18,08:30:05,00003,066.3,  66.6,  0.0 F,  0.0,Off,Off, 16.50 %, 1783 RPM,    0 RPM,  304 RPM, 150.0 F, 0 Hz, 0 Hz, 0 Hz,  1 RPM, 14.50%, 50.00%, 16.50%
