Date:2015.06.22	Unit:F	CHARGE:00:00	TP:00:00	DRYe:00:00	FCs:00:00	FCe:00:00	SCs:00:00	SCe:00:00	DROP:00:00	COOL:00:00
Time1	Time2	BT	ET	Event	ETSP	HEAT
00:00		314.4	352.0		200	14
00:05		313.1	350.7		200	14
00:10		311.9	349.3		200	14
00:15		310.7	348.0		200	14
00:20		309.7	346.7		200	14
00:25		308.7	345.4		200	14
00:30		307.4	343.9		200	14
00:35		306.4	342.5		200	14
00:40		305.4	341.0		200	14
00:45		304.2	340.0		200	14
00:50		303.1	338.8		200	14
00:55		301.8	337.9		200	14
01:00		300.5	336.7		200	14
01:05		299.6	335.4		200	14
01:10		298.6	333.9		200	14
01:15		297.7	332.8		200	14
01:20		297.1	331.7		200	14
01:25		296.5	330.3		200	14
01:30		295.8	329.2		200	14
01:35		295.0	328.0		200	14
01:40		294.0	327.0		200	14
01:45		293.2	325.6		200	14
01:50		292.2	324.3		200	14
01:55		291.2	322.9		200	14
02:00		290.1	321.7		200	14
02:05		289.0	320.2		200	14
02:10		287.8	319.3		200	14
02:15		286.9	318.1		200	14
02:20		285.9	316.9		200	14
02:25		284.8	315.9		200	14
02:30		283.6	314.9		200	14
02:35		282.7	314.1		200	14
02:40		281.8	313.2		200	14
02:45		281.2	312.1		200	14
02:50		280.4	311.2		200	14
02:55		279.4	309.8		200	14
03:00		278.3	308.8		200	14
03:05		277.3	307.9		200	14
03:10		276.4	306.9		200	14
03:15		275.6	306.0		200	14
03:20		274.5	305.0		200	14
03:25		273.6	303.9		200	14
03:30		272.8	302.9		200	14
03:35		272.1	302.0		200	14
03:40		271.2	300.8		200	14
03:45		270.2	299.9		200	14
03:50		269.3	298.9		200	14
03:55		268.3	297.8		200	14
04:00		267.5	296.8		200	14
04:05		266.7	295.9		200	14
04:10		265.8	295.2		200	14
04:15		265.0	294.4		200	14
04:20		264.5	293.5		200	14
04:25		263.6	292.4		200	14
04:30		262.7	291.6		200	14
04:35		262.1	290.6		200	14
04:40		261.3	289.7		200	14
04:45		260.3	288.7		200	14
04:50		259.2	287.5		200	14
04:55		258.3	286.6		200	14
05:00		257.7	285.7		200	14
05:05		257.2	284.7		200	14
05:10		256.6	283.8		200	14
05:15		256.1	282.9		200	14
05:20		255.3	282.0		200	14
05:25		254.5	281.1		200	14
05:30		253.7	280.3		200	14
05:35		252.8	279.4		200	14
05:40		252.1	278.7		200	14
05:45		251.5	277.9		200	14
05:50		250.9	277.2		200	14
05:55		250.1	276.4		200	14
06:00		249.5	275.4		200	14
06:05		249.1	274.5		200	14
06:10		248.2	273.7		200	14
06:15		247.3	273.1		200	14
06:20		246.6	272.5		200	14
06:25		246.0	271.6		200	14
06:30		245.4	270.8		200	14
06:35		244.6	270.0		200	14
06:40		243.7	269.1		200	14
06:45		243.1	268.3		200	14
06:50		242.6	267.4		200	14
06:55		241.9	266.5		200	14
07:00		241.2	265.7		200	14
07:05		240.6	265.0		200	14
07:10		239.9	264.2		200	14
07:15		239.1	263.5		200	14
07:20		238.3	262.6		200	14
07:25		237.5	261.8		200	14
07:30		236.8	261.0		200	14
07:35		236.0	260.4		200	14
07:40		235.4	259.6		200	14
07:45		234.7	258.9		200	14
07:50		234.3	258.2		200	14
07:55		233.7	257.3		200	14
08:00		233.2	256.6		200	14
08:05		232.6	255.8		200	14
08:10		232.0	255.2		200	14
08:15		231.2	254.5		200	14
08:20		230.6	254.2		200	14
08:25		230.1	253.5		200	14
08:30		229.3	252.7		200	14
08:35		228.4	251.8		200	14
08:40		227.5	251.2		200	14
08:45		226.7	250.4		200	14
08:50		225.9	249.7		200	14
08:55		225.3	249.1		200	14
09:00		224.8	248.3		200	14
09:05		224.2	247.6		200	14
09:10		223.5	247.1		200	14
09:15		223.0	246.4		200	14
09:20		222.2	245.6		200	14
09:25		221.6	245.1		200	14
09:30		220.9	244.3		200	14
09:35		220.2	243.6		200	14
09:40		219.5	243.1		200	14
